"ID"	"NRow"	"NCol"	"NLinks"	"Connectance"	"NComp"	"LargeCompSize"	"nLargeComp"	"SA_NMod"	"SA_Modularity"	"FG_NMod"	"FG_Modularity"	"FG_PNull"	"MS_congr"	"MS_mean"	"MS_sd"	"MS_pval"
"M_PL_049"	37	225	590	0.0709	1	262	1	7	0.446639	8	0.421442	0.14	0.065	0.025145	0.014355070290425	0.012
"M_PL_050"	14	35	86	0.1755	1	49	1	4	0.426176	5	0.4255	0.08	1	0.059976	0.0465521269602639	0
"M_PL_051"	14	90	164	0.1302	1	104	1	6	0.490965	7	0.485332	0.14	0.79	0.049323	0.029644281985814	0
"M_PL_052"	15	39	92	0.1573	2	52	1	6	0.408646	6	0.397235	0.87	0.537	0.101564	0.0608995291989738	0
"M_PL_053"	99	294	589	0.0202	8	364	1	10	0.634205	11	0.642327	0	0.807	0.026958	0.0121395883622801	0
"M_PL_054"	113	318	773	0.0215	8	414	1	9	0.546585	11	0.541841	0	0.369	0.019587	0.00989476312689381	0
"M_PL_055"	64	195	431	0.0345	3	253	1	11	0.561353	11	0.54207	0.64	0.413	0.039975	0.0217616622743977	0
"M_PL_056"	91	365	871	0.0262	1	456	1	9	0.548026	11	0.532003	0	0.144	0.017406	0.00853651193615027	0
"M_PL_057"	114	883	1920	0.0191	1	997	1	11	0.544604	12	0.539805	0	0.689	0.01023	0.00461653684187751	0
"M_PL_058"	32	81	319	0.1231	2	111	1	6	0.341403	7	0.306624	0.91	0.386	0.045463	0.0283807698820715	0
"M_PL_059"	13	13	71	0.4201	1	26	1	3	0.230113	5	0.169014	1	0.278	0.073828	0.0590560753524651	0.028
"M_PL_060_01"	11	39	95	0.2214	1	50	1	6	0.359114	7	0.329529	0.99	0.573	0.105471	0.0631301716897521	0
"M_PL_060_02"	12	38	107	0.2346	1	50	1	5	0.336623	6	0.315399	0.8	0.753	0.087705	0.0597102611808916	0
"M_PL_060_03"	13	45	130	0.2222	1	58	1	5	0.340296	6	0.332663	0.23	0.598	0.069662	0.0483864133926147	0
"M_PL_060_04"	21	46	134	0.1387	1	67	1	6	0.399421	7	0.371241	0.99	0.6	0.076769	0.0468844728326212	0
"M_PL_060_05"	33	54	144	0.0808	2	85	1	6	0.491418	9	0.474815	0.83	0.466	0.058186	0.0357364029316675	0
"M_PL_060_06"	26	45	96	0.0821	2	69	1	6	0.566205	8	0.550194	0.62	0.703	0.072872	0.0436458081901638	0
"M_PL_060_07"	29	39	108	0.0955	1	68	1	7	0.459448	7	0.457776	0.97	0.532	0.088383	0.0486974717491037	0
"M_PL_060_08"	19	28	72	0.1353	1	47	1	5	0.51331	5	0.501254	0.01	1	0.085485	0.055879695018095	0
"M_PL_060_09"	18	40	78	0.1083	2	56	1	6	0.522179	7	0.512228	0.85	0.552	0.089264	0.0533912626834291	0
"M_PL_060_10"	14	25	51	0.1457	3	35	1	5	0.483965	5	0.476676	0.2	0.898	0.116538	0.0765852326095172	0
"M_PL_060_11"	14	20	43	0.1536	1	34	1	5	0.547864	5	0.538399	0.1	0.83	0.122074	0.0824592994152877	0
"M_PL_060_12"	11	26	60	0.2098	2	35	1	4	0.399885	5	0.372163	0.73	0.753	0.087648	0.0674141287918249	0
"M_PL_060_13"	7	31	48	0.2212	2	36	1	5	0.449072	5	0.431417	0.8	0.705	0.115319	0.0768475424706853	0
"M_PL_060_14"	11	37	99	0.2432	1	48	1	5	0.335782	6	0.30752	0.93	0.822	0.087909	0.059178296611087	0
"M_PL_060_15"	14	37	131	0.2529	1	51	1	5	0.319678	5	0.298788	0.43	0.658	0.079584	0.0532764800575951	0
"M_PL_060_16"	17	39	114	0.1719	1	56	1	6	0.375115	6	0.364343	0.74	0.203	0.090917	0.054338759755922	0.033
"M_PL_060_17"	17	35	100	0.1681	1	52	1	4	0.4016	5	0.3941	0.31	0.57	0.059647	0.0469936037114605	0
"M_PL_060_18"	20	28	75	0.1339	1	48	1	7	0.460444	6	0.453422	0.53	0.766	0.131277	0.0707203481230023	0
"M_PL_060_19"	18	13	41	0.1752	1	31	1	6	0.449732	5	0.433968	0.98	0.585	0.17265	0.0991092535747502	0.001
"M_PL_060_20"	12	18	37	0.1713	1	30	1	5	0.493061	6	0.475895	0.86	0.888	0.13992	0.0879891111654373	0
"M_PL_060_21"	6	22	32	0.2424	1	28	1	4	0.490234	4	0.483887	0.49	1	0.114353	0.0885178841071498	0
"M_PL_060_22"	13	31	64	0.1588	1	44	1	5	0.463867	6	0.453735	0.67	0.582	0.093945	0.0611180938544094	0
"M_PL_060_23"	12	27	57	0.1759	1	39	1	5	0.460142	6	0.445522	0.65	0.91	0.103661	0.0658947357168628	0
"M_PL_060_24"	14	24	46	0.1369	2	36	1	5	0.551605	6	0.530617	0.4	0.804	0.113437	0.0790188079067446	0
"M_PL_061_01"	5	12	17	0.2833	1	17	1	3	0.529412	3	0.524221	0.03	1	0.127797	0.117760108840958	0
"M_PL_061_02"	5	17	27	0.3176	1	22	1	4	0.390947	4	0.371056	0.86	0.565	0.131321	0.109022005837155	0.006
"M_PL_061_03"	6	14	24	0.2857	1	20	1	5	0.451389	5	0.415799	0.77	0.822	0.216566	0.130805610551504	0.003
"M_PL_061_04"	8	14	29	0.2589	2	20	1	5	0.369898	4	0.352679	0.65	0.85	0.212887	0.128714838852173	0.001
"M_PL_061_05"	12	22	51	0.1932	1	34	1	5	0.430604	6	0.381968	1	0.72	0.119209	0.0762207775211322	0
"M_PL_061_06"	11	24	58	0.2197	1	35	1	6	0.387634	5	0.360731	0.97	0.55	0.149764	0.0850305268388624	0
"M_PL_061_07"	9	23	62	0.2995	2	30	1	5	0.294276	4	0.276539	0.78	0.88	0.139771	0.0913933000514496	0
"M_PL_061_08"	6	19	35	0.307	1	25	1	4	0.401633	4	0.385714	0.48	0.74	0.123593	0.0877892835675819	0.001
"M_PL_061_09"	6	10	15	0.25	1	16	1	3	0.52	3	0.517778	0.68	1	0.13839	0.127438630346157	0.001
"M_PL_061_10"	5	14	20	0.2857	1	19	1	5	0.51	5	0.48875	0.59	0.838	0.225728	0.142228629322647	0.002
"M_PL_061_11"	6	12	17	0.2361	2	16	1	3	0.496094	3	0.490234	0.36	1	0.150446	0.129358489101808	0
"M_PL_061_12"	7	12	24	0.2857	1	19	1	4	0.411458	4	0.384549	0.8	0.774	0.168784	0.121105656036058	0.005
"M_PL_061_13"	7	19	39	0.2932	1	26	1	4	0.384615	4	0.366535	0.52	0.867	0.11271	0.0872499883120935	0
"M_PL_061_14"	6	11	18	0.2727	2	15	1	4	0.415225	4	0.389273	0.69	1	0.230251	0.156017843744126	0.008
"M_PL_061_15"	6	18	33	0.3056	1	24	1	4	0.412305	3	0.39348	0.54	0.86	0.132817	0.100359042683998	0
"M_PL_061_16"	8	19	41	0.2697	1	27	1	4	0.417014	3	0.405711	0.1	0.743	0.118928	0.087354494009316	0
"M_PL_061_17"	9	13	19	0.1624	4	12	1	4	0.444444	4	0.416667	0.22	1	0.295442	0.196312345951988	0.034
"M_PL_061_18"	11	18	35	0.1768	1	29	1	5	0.560816	5	0.541633	0.06	0.878	0.145535	0.0972637600240399	0
"M_PL_061_19"	11	21	44	0.1905	1	32	1	5	0.470558	5	0.450155	0.6	0.875	0.135689	0.0845717722627572	0
"M_PL_061_20"	11	14	25	0.1623	3	19	1	4	0.482993	4	0.461451	0.57	1	0.178298	0.13296420072589	0.002
"M_PL_061_21"	11	18	43	0.2172	1	29	1	6	0.442401	5	0.419416	0.45	0.682	0.17348	0.0949454909210872	0.001
"M_PL_061_22"	10	18	28	0.1556	3	16	1	4	0.41358	4	0.401235	0.78	1	0.20847	0.144312602454627	0
"M_PL_061_23"	10	26	45	0.1731	2	34	1	5	0.532025	5	0.521436	0.04	0.906	0.122239	0.082871258736214	0
"M_PL_061_24"	11	18	46	0.2323	1	29	1	4	0.461248	4	0.450614	0.01	0.866	0.103773	0.0770515568526257	0
"M_PL_061_25"	5	11	21	0.3818	1	16	1	4	0.369615	4	0.352608	0.28	1	0.212714	0.14034442904071	0
"M_PL_061_26"	7	13	28	0.3077	1	20	1	5	0.352041	4	0.339286	0.91	0.848	0.218603	0.129938590989853	0
"M_PL_061_27"	6	13	21	0.2692	1	19	1	4	0.46712	4	0.447846	0.76	0.665	0.162078	0.120664791500702	0.002
"M_PL_061_28"	8	19	36	0.2368	1	27	1	4	0.474537	4	0.462577	0.07	0.852	0.117434	0.0888130812854019	0
"M_PL_061_29"	8	18	39	0.2708	1	26	1	4	0.409599	4	0.362262	0.81	1	0.115899	0.0902759133963182	0
"M_PL_061_30"	7	13	30	0.3297	1	20	1	4	0.375556	5	0.322778	0.76	0.821	0.155624	0.117071954226734	0
"M_PL_061_31"	5	19	35	0.3684	1	24	1	5	0.368163	4	0.342449	0.5	1	0.185445	0.117674841590475	0
"M_PL_061_32"	6	18	28	0.2593	2	22	1	4	0.462277	4	0.444444	0.15	0.688	0.151784	0.109683060304305	0
"M_PL_061_33"	2	6	6	0.5	2	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"M_PL_061_34"	3	7	9	0.4286	1	10	1	3	0.407407	3	0.388889	0.74	1	0.248375	0.203154439038632	0.016
"M_PL_061_35"	9	13	19	0.1624	4	16	1	4	0.503906	4	0.482422	0.49	0.746	0.207196	0.153780213089779	0.004
"M_PL_061_36"	7	17	31	0.2605	1	24	1	5	0.443288	5	0.432362	0.49	0.839	0.183069	0.118980109705385	0
"M_PL_061_37"	11	19	43	0.2057	1	30	1	4	0.445105	4	0.424283	0.69	1	0.101643	0.0818713898469757	0
"M_PL_061_38"	10	23	49	0.213	1	33	1	6	0.446897	5	0.422116	0.58	0.689	0.158232	0.0899509051724403	0
"M_PL_061_39"	7	23	46	0.2857	1	30	1	5	0.387524	5	0.362713	0.9	0.628	0.138659	0.0874677845399798	0
"M_PL_061_40"	9	26	58	0.2479	2	33	1	5	0.366882	4	0.33795	0.8	0.693	0.128201	0.0820610663933733	0
"M_PL_061_41"	4	9	11	0.3056	2	10	1	3	0.45679	3	0.438272	0.49	1	0.244655	0.20421635167952	0.003
"M_PL_061_42"	6	11	16	0.2424	3	13	1	4	0.408163	4	0.385204	0.38	1	0.264923	0.181758419871527	0.002
"M_PL_061_43"	9	16	26	0.1806	2	23	1	5	0.5568	5	0.5312	0.35	1	0.187087	0.117032012385171	0
"M_PL_061_44"	10	11	23	0.2091	2	19	1	4	0.433884	4	0.416322	0.89	0.708	0.167905	0.12551341598647	0.003
"M_PL_061_45"	11	23	50	0.1976	1	34	1	5	0.484	5	0.4672	0.08	0.714	0.11997	0.079319951807567	0.001
"M_PL_061_46"	13	21	45	0.1648	1	34	1	6	0.499259	6	0.476049	0.77	0.734	0.151429	0.083177806574269	0
"M_PL_061_47"	9	26	57	0.2436	2	33	1	5	0.374362	5	0.355867	0.5	1	0.1315	0.0827312544354337	0
"M_PL_061_48"	9	14	32	0.254	1	23	1	5	0.436523	5	0.411133	0.43	0.712	0.184851	0.100890176065991	0.003
"M_PL_062"	456	1044	15255	0.032	1	1500	1	3	0.306837	8	0.264468	0	0.006	0.001305	0.00140069159237033	0.015
"M_PL_063"	55	9	123	0.2485	1	64	1	4	0.328971	4	0.309439	0.91	1	0.049803	0.0391224584830473	0
"M_PL_064"	14	8	32	0.2857	1	22	1	5	0.387695	4	0.365723	0.47	0.79	0.200151	0.127425756903864	0
"M_PL_065"	21	5	44	0.419	1	26	1	5	0.307851	4	0.274535	0.76	0.618	0.161981	0.0994164688231948	0
"M_PL_066"	31	5	73	0.471	1	36	1	5	0.232877	4	0.196191	0.94	0.864	0.118233	0.0764491542411306	0
"M_PL_067"	31	5	59	0.3806	1	36	1	3	0.32347	4	0.289141	0.92	1	0.056427	0.0550308555818103	0
"M_PL_068"	31	9	83	0.2975	1	40	1	4	0.311076	4	0.284657	0.72	0.248	0.082127	0.0541345307398006	0.038
"M_PL_069_01"	18	6	29	0.2685	1	24	1	4	0.444709	4	0.431034	0.73	1	0.137174	0.0991872261424314	0
"M_PL_069_02"	10	4	16	0.4	1	14	1	3	0.402344	3	0.345703	0.8	1	0.161591	0.136556022445977	0.002
"M_PL_069_03"	7	4	15	0.5357	1	11	1	4	0.235556	4	0.206667	0.91	1	0.335582	0.219575829318304	0.013
"M_PL_070"	8	8	41	0.6406	1	16	1	3	0.228435	3	0.175788	0.06	1	0.141411	0.123062978086732	0
"M_PL_071"	44	8	89	0.2528	1	52	1	5	0.348567	6	0.313218	1	0.133	0.099189	0.073222843866268	0.356
"M_PL_072_01"	39	67	188	0.0719	4	99	1	7	0.475809	9	0.462178	0.2	0.297	0.060912	0.0338063770186503	0
"M_PL_072_02"	33	63	171	0.0823	2	94	1	5	0.482734	7	0.47282	0.08	0.178	0.046243	0.0325496148737344	0.006
"M_PL_072_03"	38	79	241	0.0803	2	115	1	6	0.441823	7	0.420972	0.36	0.55	0.045476	0.0280497096279126	0
"M_PL_072_04"	25	69	192	0.1113	2	92	1	4	0.411447	6	0.400674	0.16	0.53	0.032492	0.0265661004608071	0
"M_PL_072_05"	17	67	138	0.1212	2	82	1	6	0.425436	7	0.410784	0.99	0.533	0.061519	0.0377617476898063	0
"M_SD_001"	7	21	50	0.3401	1	28	1	5	0.3248	5	0.2898	0.89	0.833	0.142922	0.0875572280521956	0
"M_SD_002"	31	9	119	0.4265	1	40	1	4	0.220888	4	0.197973	0.72	0.354	0.076359	0.0559862177287909	0.004
"M_SD_003"	25	16	68	0.17	1	41	1	5	0.401817	5	0.378785	0.93	0.418	0.103814	0.0640322382205365	0
"M_SD_004"	34	20	95	0.1397	2	52	1	5	0.388977	7	0.350272	1	0.495	0.075836	0.0496472754132184	0
"M_SD_005"	25	13	49	0.1508	2	34	1	5	0.496219	5	0.484641	0.2	1	0.122755	0.0778505599510028	0
"M_SD_006"	21	15	51	0.1619	2	34	1	4	0.4536	5	0.4248	0.65	0.776	0.092445	0.0694410760144026	0
"M_SD_007"	72	7	143	0.2837	1	79	1	6	0.33454	6	0.311433	0.91	0.855	0.061778	0.0371968052165548	0
"M_SD_008"	16	10	110	0.6875	1	26	1	3	0.126033	3	0.10376	0.69	0.209	0.077027	0.0607276717907176	0.089
"M_SD_009"	7	18	38	0.3016	1	25	1	3	0.393352	3	0.390928	0.11	1	0.078698	0.0743256691937658	0
"M_SD_010"	50	14	234	0.3343	1	64	1	5	0.273395	4	0.248311	0.01	0.629	0.062677	0.0416128381548207	0
"M_SD_011"	11	14	47	0.3052	1	25	1	4	0.355364	4	0.320281	0.35	0.838	0.128829	0.0941535588899945	0
"M_SD_012"	35	29	146	0.1438	1	64	1	6	0.386376	6	0.363788	0.22	0.831	0.082335	0.0532635502081938	0
"M_SD_013"	36	19	197	0.288	1	55	1	4	0.367389	4	0.337125	0	0.127	0.055009	0.0469374695211091	0.078
"M_SD_014"	16	17	121	0.4449	1	33	1	3	0.236186	3	0.187521	0.17	0.361	0.063994	0.0599889876780951	0.007
"M_SD_015"	5	27	86	0.637	1	32	1	3	0.182396	3	0.159749	0.12	0.271	0.069334	0.0614579980924333	0.022
"M_SD_016"	24	61	500	0.3415	1	85	1	4	0.20606	4	0.18877	0	0.382	0.034818	0.0261008837423588	0
"M_SD_017"	16	8	72	0.5625	1	24	1	3	0.201389	3	0.190104	0.09	0.695	0.088705	0.0841854569754549	0
"M_SD_018"	29	32	66	0.0711	5	53	1	7	0.618366	9	0.619147	0.31	0.84	0.119802	0.0610304638153235	0
"M_SD_019"	169	40	666	0.0985	1	209	1	5	0.399857	6	0.386054	0	0.652	0.021506	0.0145044939361683	0
"M_SD_020"	25	33	150	0.1818	1	58	1	5	0.328489	5	0.305222	0.36	0.543	0.072646	0.0499106778130668	0
"M_SD_021"	18	28	129	0.256	1	46	1	4	0.291208	4	0.257767	0.7	0.534	0.061361	0.0480460518888087	0
"M_SD_022"	207	110	1121	0.0492	1	317	1	7	0.382201	7	0.363419	0	0.182	0.019284	0.0115928313080859	0
"M_SD_023"	15	8	38	0.3167	1	23	1	4	0.32964	5	0.272507	1	0.602	0.121222	0.0934851977491528	0.001
"M_SD_024"	12	7	40	0.4762	1	19	1	3	0.25	4	0.226562	0.4	0.774	0.10795	0.0957617868453791	0.001
"M_SD_025"	7	6	22	0.5238	1	13	1	3	0.258264	3	0.205579	0.6	0.44	0.167436	0.141068069045068	0.098
"M_SD_026"	3	3	6	0.6667	1	6	1	3	0.222222	3	0.166667	1	0.667	0.442221	0.315438576674849	0.663
"M_SD_027"	12	4	31	0.6458	1	16	1	3	0.176899	4	0.135796	0.95	0.619	0.139154	0.126534197698437	0.005
"M_SD_028"	8	5	26	0.65	1	13	1	4	0.16568	3	0.112426	1	0.291	0.274861	0.17677458225642	0.426
"M_SD_029"	4	5	10	0.5	1	9	1	3	0.3	3	0.265	0.5	1	0.256111	0.205943029040097	0.034
"M_SD_030"	5	4	11	0.55	1	9	1	3	0.280992	3	0.231405	0.34	1	0.279913	0.231225861074902	0.029
"M_SD_031"	41	8	76	0.2317	1	49	1	5	0.421399	5	0.388764	0.6	0.717	0.080661	0.0516192078747981	0
"M_SD_032"	4	19	33	0.4342	1	23	1	4	0.352617	4	0.320018	0.73	0.724	0.147611	0.114341101825051	0.001
"M_SD_033"	13	11	53	0.3706	1	24	1	4	0.254895	5	0.219473	0.84	0.747	0.133478	0.100087946892286	0.002
"M_SD_034"	33	88	419	0.1443	1	121	1	6	0.310274	8	0.261311	0.97	0.894	0.041825	0.0260416693693692	0
"mclaughlin"	5	6	18	0.6	1	11	1	3	0.191358	3	0.162037	0.7	1	0.21038	0.198714723010504	0.023
"meyer"	24	26	314	0.5032	1	50	1	2	0.220151	4	0.122997	0.59	0.519	0.025798	0.0350713729015161	0
"middelboe"	11	24	202	0.7652	1	35	1	3	0.08406	3	0.063756	0.67	0.42	0.042727	0.0409579787956758	0
"miklic"	18	14	70	0.2778	3	28	1	3	0.378028	4	0.357807	0	1	0.080472	0.0735130831171526	0
"mizoguchi"	7	4	21	0.75	1	11	1	2	0.14966	4	0.078231	1	0.267	0.110518	0.112703592559314	0.212
"owensmith"	22	5	88	0.8	1	27	1	3	0.100981	4	0.054558	0.98	0.25	0.082987	0.0892771372650257	0.07
"pantucek"	88	4	322	0.9148	1	92	1	3	0.05347	3	0.026383	0.4	0.698	0.030088	0.0330902889564782	0
"PAS"	24	6	45	0.3125	1	30	1	4	0.389136	4	0.368642	0.17	0.887	0.10535	0.0803218095730736	0
"paterson"	93	5	267	0.5742	1	98	1	4	0.183254	3	0.165257	0.04	1	0.031633	0.0244183243807917	0
"Pol_Junker2013"	53	248	530	0.0403	3	296	1	9	0.539285	12	0.538048	0	0.31	0.026763	0.0126822581061367	0
"Pol_Weiner2011"	82	517	1813	0.0428	1	599	1	5	0.373489	7	0.350523	0	0.052	0.010476	0.00645934572128998	0
"poullain"	24	23	107	0.1938	1	47	1	5	0.375491	5	0.337104	0.51	0.479	0.084086	0.0515090845365144	0
"quiberoni"	20	11	89	0.4045	1	31	1	3	0.376215	3	0.371481	0	0.513	0.068031	0.0637005635830704	0
"radloffanddutoit"	18	4	48	0.6667	1	22	1	3	0.182726	4	0.123915	0.99	1	0.103281	0.0907860239306753	0
"rybniker"	15	14	70	0.3333	1	29	1	3	0.333469	3	0.324898	0	1	0.099944	0.0897667362163231	0
"SANT10"	49	25	187	0.1527	1	74	1	6	0.322657	7	0.296834	0.98	0.456	0.067971	0.0372902765305344	0
"seed"	10	6	31	0.5167	1	16	1	4	0.228928	5	0.182622	0.82	1	0.195298	0.139887904487207	0.001
"stenholm"	24	22	348	0.6591	1	46	1	2	0.183413	3	0.143179	0	0.451	0.021588	0.0296494408943128	0
"STI"	31	31	182	0.1894	1	62	1	5	0.30736	5	0.281442	0.42	0.239	0.066672	0.0437036202438931	0.003
"sullivan"	20	44	148	0.1682	3	60	1	6	0.380841	6	0.36414	0	1	0.084844	0.0507619783149006	0
"suttle"	6	7	11	0.2619	3	9	1	3	0.333333	3	0.308642	0.86	1	0.283396	0.227253610284606	0.015
"synott"	16	16	207	0.8086	1	32	1	4	0.084203	2	0.060445	0.45	1	0.095362	0.0712690130998615	0
"wang"	8	7	11	0.1964	4	9	1	2	0.375	2	0.367188	0.75	1	0.170026	0.248900387156643	0.059
"wichels"	59	22	318	0.245	1	81	1	4	0.217278	5	0.202479	0.15	0.881	0.036149	0.0285165915739416	0
"zinno"	17	27	49	0.1068	3	40	1	6	0.661838	6	0.657764	0	1	0.13357	0.0780108376495907	0
